,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
1466,Saint Vincent and Grenadines,2015,male,35-54 years,1,14619,6.84,Saint Vincent and Grenadines2015,,756666667,7496,Generation X
1467,Saint Vincent and Grenadines,2015,female,15-24 years,0,9515,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Millenials
1468,Saint Vincent and Grenadines,2015,female,25-34 years,0,8622,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Millenials
1469,Saint Vincent and Grenadines,2015,female,35-54 years,0,13809,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Generation X
1470,Saint Vincent and Grenadines,2015,female,55-74 years,0,6999,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Boomers
1471,Saint Vincent and Grenadines,2015,female,75+ years,0,2012,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Silent
1472,Saint Vincent and Grenadines,2015,male,25-34 years,0,8762,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Millenials
1473,Saint Vincent and Grenadines,2015,male,5-14 years,0,9266,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Generation Z
1474,Saint Vincent and Grenadines,2015,male,55-74 years,0,7031,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Boomers
1475,Saint Vincent and Grenadines,2015,male,75+ years,0,1459,0.0,Saint Vincent and Grenadines2015,,756666667,7496,Silent
1476,Grenada,2007,male,55-74 years,1,4324,23.13,Grenada2007,,758683593,8035,Silent
1477,Grenada,2007,female,25-34 years,1,7699,12.99,Grenada2007,,758683593,8035,Generation X
1478,Grenada,2007,male,25-34 years,1,8183,12.22,Grenada2007,,758683593,8035,Generation X
1479,Grenada,2007,female,15-24 years,0,12038,0.0,Grenada2007,,758683593,8035,Millenials
1480,Grenada,2007,female,35-54 years,0,10234,0.0,Grenada2007,,758683593,8035,Boomers
1481,Grenada,2007,female,5-14 years,0,10089,0.0,Grenada2007,,758683593,8035,Generation Z
1482,Grenada,2007,female,55-74 years,0,5099,0.0,Grenada2007,,758683593,8035,Silent
1483,Grenada,2007,female,75+ years,0,2349,0.0,Grenada2007,,758683593,8035,Silent
1484,Grenada,2007,male,15-24 years,0,12395,0.0,Grenada2007,,758683593,8035,Millenials
1485,Grenada,2007,male,35-54 years,0,10277,0.0,Grenada2007,,758683593,8035,Boomers
1486,Grenada,2007,male,5-14 years,0,10404,0.0,Grenada2007,,758683593,8035,Generation Z
1487,Grenada,2007,male,75+ years,0,1327,0.0,Grenada2007,,758683593,8035,Silent
1488,Suriname,2001,male,25-34 years,21,40500,51.85,Suriname2001,,763465550,1798,Generation X
1489,Suriname,2001,male,55-74 years,10,21351,46.84,Suriname2001,,763465550,1798,Silent
1490,Suriname,2001,male,35-54 years,16,54230,29.5,Suriname2001,,763465550,1798,Boomers
1491,Suriname,2001,male,75+ years,1,3809,26.25,Suriname2001,,763465550,1798,Silent
1492,Suriname,2001,female,55-74 years,5,23944,20.88,Suriname2001,,763465550,1798,Silent
1493,Suriname,2001,male,15-24 years,6,42153,14.23,Suriname2001,,763465550,1798,Millenials
1494,Suriname,2001,female,25-34 years,5,38844,12.87,Suriname2001,,763465550,1798,Generation X
1495,Suriname,2001,female,35-54 years,5,53591,9.33,Suriname2001,,763465550,1798,Boomers
1496,Suriname,2001,male,5-14 years,2,51208,3.91,Suriname2001,,763465550,1798,Millenials
1497,Suriname,2001,female,15-24 years,1,41145,2.43,Suriname2001,,763465550,1798,Millenials
1498,Suriname,2001,female,5-14 years,0,48886,0.0,Suriname2001,,763465550,1798,Millenials
1499,Suriname,2001,female,75+ years,0,4854,0.0,Suriname2001,,763465550,1798,Silent
1500,Antigua and Barbuda,1999,female,15-24 years,0,6589,0.0,Antigua and Barbuda1999,,766198926,10378,Generation X
1501,Antigua and Barbuda,1999,female,25-34 years,0,8526,0.0,Antigua and Barbuda1999,,766198926,10378,Generation X
1502,Antigua and Barbuda,1999,female,35-54 years,0,10311,0.0,Antigua and Barbuda1999,,766198926,10378,Boomers
1503,Antigua and Barbuda,1999,female,5-14 years,0,8314,0.0,Antigua and Barbuda1999,,766198926,10378,Millenials
1504,Antigua and Barbuda,1999,female,55-74 years,0,3968,0.0,Antigua and Barbuda1999,,766198926,10378,Silent
1505,Antigua and Barbuda,1999,female,75+ years,0,1451,0.0,Antigua and Barbuda1999,,766198926,10378,G.I. Generation
1506,Antigua and Barbuda,1999,male,15-24 years,0,5845,0.0,Antigua and Barbuda1999,,766198926,10378,Generation X
1507,Antigua and Barbuda,1999,male,25-34 years,0,7263,0.0,Antigua and Barbuda1999,,766198926,10378,Generation X
1508,Antigua and Barbuda,1999,male,35-54 years,0,9537,0.0,Antigua and Barbuda1999,,766198926,10378,Boomers
1509,Antigua and Barbuda,1999,male,5-14 years,0,7805,0.0,Antigua and Barbuda1999,,766198926,10378,Millenials
1510,Antigua and Barbuda,1999,male,55-74 years,0,3276,0.0,Antigua and Barbuda1999,,766198926,10378,Silent
1511,Antigua and Barbuda,1999,male,75+ years,0,947,0.0,Antigua and Barbuda1999,,766198926,10378,G.I. Generation
1512,Grenada,2010,female,15-24 years,0,11637,0.0,Grenada2010,0.737,771015889,8118,Millenials
1513,Grenada,2010,female,25-34 years,0,8598,0.0,Grenada2010,0.737,771015889,8118,Generation X
1514,Grenada,2010,female,35-54 years,0,10509,0.0,Grenada2010,0.737,771015889,8118,Generation X
1515,Grenada,2010,female,5-14 years,0,9347,0.0,Grenada2010,0.737,771015889,8118,Generation Z
1516,Grenada,2010,female,55-74 years,0,5381,0.0,Grenada2010,0.737,771015889,8118,Silent
1517,Grenada,2010,female,75+ years,0,2179,0.0,Grenada2010,0.737,771015889,8118,Silent
1518,Grenada,2010,male,15-24 years,0,11871,0.0,Grenada2010,0.737,771015889,8118,Millenials
1519,Grenada,2010,male,25-34 years,0,9006,0.0,Grenada2010,0.737,771015889,8118,Generation X
1520,Grenada,2010,male,35-54 years,0,10726,0.0,Grenada2010,0.737,771015889,8118,Generation X
1521,Grenada,2010,male,5-14 years,0,9754,0.0,Grenada2010,0.737,771015889,8118,Generation Z
1522,Grenada,2010,male,55-74 years,0,4715,0.0,Grenada2010,0.737,771015889,8118,Silent
1523,Grenada,2010,male,75+ years,0,1257,0.0,Grenada2010,0.737,771015889,8118,Silent
1524,Grenada,2009,female,15-24 years,0,11815,0.0,Grenada2009,,771278111,8140,Millenials
1525,Grenada,2009,female,25-34 years,0,8276,0.0,Grenada2009,,771278111,8140,Generation X
1526,Grenada,2009,female,35-54 years,0,10420,0.0,Grenada2009,,771278111,8140,Boomers
1527,Grenada,2009,female,5-14 years,0,9570,0.0,Grenada2009,,771278111,8140,Generation Z
1528,Grenada,2009,female,55-74 years,0,5271,0.0,Grenada2009,,771278111,8140,Silent
1529,Grenada,2009,female,75+ years,0,2227,0.0,Grenada2009,,771278111,8140,Silent
1530,Grenada,2009,male,15-24 years,0,12076,0.0,Grenada2009,,771278111,8140,Millenials
1531,Grenada,2009,male,25-34 years,0,8697,0.0,Grenada2009,,771278111,8140,Generation X
1532,Grenada,2009,male,35-54 years,0,10585,0.0,Grenada2009,,771278111,8140,Boomers
1533,Grenada,2009,male,5-14 years,0,9952,0.0,Grenada2009,,771278111,8140,Generation Z
1534,Grenada,2009,male,55-74 years,0,4580,0.0,Grenada2009,,771278111,8140,Silent
1535,Grenada,2009,male,75+ years,0,1277,0.0,Grenada2009,,771278111,8140,Silent
1536,Saint Lucia,1999,male,55-74 years,2,6904,28.97,Saint Lucia1999,,775934813,5590,Silent
1537,Saint Lucia,1999,male,25-34 years,3,11720,25.6,Saint Lucia1999,,775934813,5590,Generation X
1538,Saint Lucia,1999,male,15-24 years,1,14330,6.98,Saint Lucia1999,,775934813,5590,Generation X
1539,Saint Lucia,1999,female,15-24 years,1,14777,6.77,Saint Lucia1999,,775934813,5590,Generation X
1540,Saint Lucia,1999,male,35-54 years,1,15112,6.62,Saint Lucia1999,,775934813,5590,Boomers
1541,Saint Lucia,1999,female,25-34 years,0,12606,0.0,Saint Lucia1999,,775934813,5590,Generation X
1542,Saint Lucia,1999,female,35-54 years,0,15542,0.0,Saint Lucia1999,,775934813,5590,Boomers
1543,Saint Lucia,1999,female,5-14 years,0,17512,0.0,Saint Lucia1999,,775934813,5590,Millenials
1544,Saint Lucia,1999,female,55-74 years,0,7454,0.0,Saint Lucia1999,,775934813,5590,Silent
1545,Saint Lucia,1999,female,75+ years,0,3184,0.0,Saint Lucia1999,,775934813,5590,G.I. Generation
1546,Saint Lucia,1999,male,5-14 years,0,17291,0.0,Saint Lucia1999,,775934813,5590,Millenials
1547,Saint Lucia,1999,male,75+ years,0,2381,0.0,Saint Lucia1999,,775934813,5590,G.I. Generation
1548,Grenada,2011,male,55-74 years,1,4824,20.73,Grenada2011,0.7390000000000001,778648667,8188,Boomers
1549,Grenada,2011,female,15-24 years,0,11312,0.0,Grenada2011,0.7390000000000001,778648667,8188,Millenials
1550,Grenada,2011,female,25-34 years,0,8950,0.0,Grenada2011,0.7390000000000001,778648667,8188,Millenials
1551,Grenada,2011,female,35-54 years,0,10609,0.0,Grenada2011,0.7390000000000001,778648667,8188,Generation X
1552,Grenada,2011,female,5-14 years,0,9137,0.0,Grenada2011,0.7390000000000001,778648667,8188,Generation Z
1553,Grenada,2011,female,55-74 years,0,5474,0.0,Grenada2011,0.7390000000000001,778648667,8188,Boomers
1554,Grenada,2011,female,75+ years,0,2185,0.0,Grenada2011,0.7390000000000001,778648667,8188,Silent
1555,Grenada,2011,male,15-24 years,0,11534,0.0,Grenada2011,0.7390000000000001,778648667,8188,Millenials
1556,Grenada,2011,male,25-34 years,0,9361,0.0,Grenada2011,0.7390000000000001,778648667,8188,Millenials
1557,Grenada,2011,male,35-54 years,0,10875,0.0,Grenada2011,0.7390000000000001,778648667,8188,Generation X
1558,Grenada,2011,male,5-14 years,0,9566,0.0,Grenada2011,0.7390000000000001,778648667,8188,Generation Z
1559,Grenada,2011,male,75+ years,0,1275,0.0,Grenada2011,0.7390000000000001,778648667,8188,Silent
1560,Saint Lucia,2000,male,75+ years,2,2398,83.4,Saint Lucia2000,0.6829999999999999,784159229,5557,G.I. Generation
1561,Saint Lucia,2000,male,55-74 years,3,6940,43.23,Saint Lucia2000,0.6829999999999999,784159229,5557,Silent
1562,Saint Lucia,2000,male,25-34 years,3,11783,25.46,Saint Lucia2000,0.6829999999999999,784159229,5557,Generation X
1563,Saint Lucia,2000,female,55-74 years,1,7546,13.25,Saint Lucia2000,0.6829999999999999,784159229,5557,Silent
1564,Saint Lucia,2000,male,35-54 years,2,15752,12.7,Saint Lucia2000,0.6829999999999999,784159229,5557,Boomers
1565,Saint Lucia,2000,female,25-34 years,1,12690,7.88,Saint Lucia2000,0.6829999999999999,784159229,5557,Generation X
1566,Saint Lucia,2000,female,35-54 years,1,16209,6.17,Saint Lucia2000,0.6829999999999999,784159229,5557,Boomers
1567,Saint Lucia,2000,male,5-14 years,1,17324,5.77,Saint Lucia2000,0.6829999999999999,784159229,5557,Millenials
1568,Saint Lucia,2000,female,15-24 years,0,15127,0.0,Saint Lucia2000,0.6829999999999999,784159229,5557,Generation X
1569,Saint Lucia,2000,female,5-14 years,0,17444,0.0,Saint Lucia2000,0.6829999999999999,784159229,5557,Millenials
1570,Saint Lucia,2000,female,75+ years,0,3209,0.0,Saint Lucia2000,0.6829999999999999,784159229,5557,G.I. Generation
1571,Saint Lucia,2000,male,15-24 years,0,14678,0.0,Saint Lucia2000,0.6829999999999999,784159229,5557,Generation X
1572,Guyana,2004,male,75+ years,4,5077,78.79,Guyana2004,,785918770,1180,Silent
1573,Guyana,2004,male,25-34 years,42,56522,74.31,Guyana2004,,785918770,1180,Generation X
1574,Guyana,2004,male,35-54 years,48,84137,57.05,Guyana2004,,785918770,1180,Boomers
1575,Guyana,2004,male,55-74 years,15,26937,55.69,Guyana2004,,785918770,1180,Silent
1576,Guyana,2004,male,15-24 years,25,63853,39.15,Guyana2004,,785918770,1180,Millenials
1577,Guyana,2004,female,15-24 years,17,62536,27.18,Guyana2004,,785918770,1180,Millenials
1578,Guyana,2004,female,25-34 years,11,58410,18.83,Guyana2004,,785918770,1180,Generation X
1579,Guyana,2004,female,35-54 years,14,86168,16.25,Guyana2004,,785918770,1180,Boomers
1580,Guyana,2004,female,75+ years,1,6343,15.77,Guyana2004,,785918770,1180,Silent
1581,Guyana,2004,female,55-74 years,3,28195,10.64,Guyana2004,,785918770,1180,Silent
1582,Guyana,2004,male,5-14 years,4,96017,4.17,Guyana2004,,785918770,1180,Millenials
1583,Guyana,2004,female,5-14 years,2,92113,2.17,Guyana2004,,785918770,1180,Millenials
1584,Grenada,2012,male,35-54 years,1,11033,9.06,Grenada2012,0.74,799882148,8382,Generation X
1585,Grenada,2012,male,15-24 years,1,11176,8.95,Grenada2012,0.74,799882148,8382,Millenials
1586,Grenada,2012,female,15-24 years,0,10948,0.0,Grenada2012,0.74,799882148,8382,Millenials
1587,Grenada,2012,female,25-34 years,0,9316,0.0,Grenada2012,0.74,799882148,8382,Millenials
1588,Grenada,2012,female,35-54 years,0,10730,0.0,Grenada2012,0.74,799882148,8382,Generation X
1589,Grenada,2012,female,5-14 years,0,9000,0.0,Grenada2012,0.74,799882148,8382,Generation Z
1590,Grenada,2012,female,55-74 years,0,5587,0.0,Grenada2012,0.74,799882148,8382,Boomers
1591,Grenada,2012,female,75+ years,0,2204,0.0,Grenada2012,0.74,799882148,8382,Silent
1592,Grenada,2012,male,25-34 years,0,9743,0.0,Grenada2012,0.74,799882148,8382,Millenials
1593,Grenada,2012,male,5-14 years,0,9447,0.0,Grenada2012,0.74,799882148,8382,Generation Z
1594,Grenada,2012,male,55-74 years,0,4945,0.0,Grenada2012,0.74,799882148,8382,Boomers
1595,Grenada,2012,male,75+ years,0,1297,0.0,Grenada2012,0.74,799882148,8382,Silent
1596,Antigua and Barbuda,2001,male,35-54 years,2,10281,19.45,Antigua and Barbuda2001,,800740259,10468,Boomers
1597,Antigua and Barbuda,2001,female,15-24 years,0,6902,0.0,Antigua and Barbuda2001,,800740259,10468,Millenials
1598,Antigua and Barbuda,2001,female,25-34 years,0,8425,0.0,Antigua and Barbuda2001,,800740259,10468,Generation X
1599,Antigua and Barbuda,2001,female,35-54 years,0,11402,0.0,Antigua and Barbuda2001,,800740259,10468,Boomers
1600,Antigua and Barbuda,2001,female,5-14 years,0,8428,0.0,Antigua and Barbuda2001,,800740259,10468,Millenials
1601,Antigua and Barbuda,2001,female,55-74 years,0,4037,0.0,Antigua and Barbuda2001,,800740259,10468,Silent
1602,Antigua and Barbuda,2001,female,75+ years,0,1487,0.0,Antigua and Barbuda2001,,800740259,10468,Silent
1603,Antigua and Barbuda,2001,male,15-24 years,0,6084,0.0,Antigua and Barbuda2001,,800740259,10468,Millenials
1604,Antigua and Barbuda,2001,male,25-34 years,0,7071,0.0,Antigua and Barbuda2001,,800740259,10468,Generation X
1605,Antigua and Barbuda,2001,male,5-14 years,0,7958,0.0,Antigua and Barbuda2001,,800740259,10468,Millenials
1606,Antigua and Barbuda,2001,male,55-74 years,0,3442,0.0,Antigua and Barbuda2001,,800740259,10468,Silent
1607,Antigua and Barbuda,2001,male,75+ years,0,980,0.0,Antigua and Barbuda2001,,800740259,10468,Silent
1608,Antigua and Barbuda,2002,female,15-24 years,0,7196,0.0,Antigua and Barbuda2002,,814615333,10499,Millenials
1609,Antigua and Barbuda,2002,female,25-34 years,0,8155,0.0,Antigua and Barbuda2002,,814615333,10499,Generation X
1610,Antigua and Barbuda,2002,female,35-54 years,0,11760,0.0,Antigua and Barbuda2002,,814615333,10499,Boomers
1611,Antigua and Barbuda,2002,female,5-14 years,0,8408,0.0,Antigua and Barbuda2002,,814615333,10499,Millenials
1612,Antigua and Barbuda,2002,female,55-74 years,0,4050,0.0,Antigua and Barbuda2002,,814615333,10499,Silent
1613,Antigua and Barbuda,2002,female,75+ years,0,1547,0.0,Antigua and Barbuda2002,,814615333,10499,Silent
1614,Antigua and Barbuda,2002,male,15-24 years,0,6416,0.0,Antigua and Barbuda2002,,814615333,10499,Millenials
1615,Antigua and Barbuda,2002,male,25-34 years,0,6921,0.0,Antigua and Barbuda2002,,814615333,10499,Generation X
1616,Antigua and Barbuda,2002,male,35-54 years,0,10604,0.0,Antigua and Barbuda2002,,814615333,10499,Boomers
1617,Antigua and Barbuda,2002,male,5-14 years,0,7980,0.0,Antigua and Barbuda2002,,814615333,10499,Millenials
1618,Antigua and Barbuda,2002,male,55-74 years,0,3527,0.0,Antigua and Barbuda2002,,814615333,10499,Silent
1619,Antigua and Barbuda,2002,male,75+ years,0,1024,0.0,Antigua and Barbuda2002,,814615333,10499,Silent
1620,Saint Lucia,2003,male,75+ years,1,2427,41.2,Saint Lucia2003,,823837141,5599,Silent
1621,Saint Lucia,2003,female,75+ years,1,3171,31.54,Saint Lucia2003,,823837141,5599,Silent
1622,Saint Lucia,2003,male,25-34 years,2,12157,16.45,Saint Lucia2003,,823837141,5599,Generation X
1623,Saint Lucia,2003,male,55-74 years,1,7068,14.15,Saint Lucia2003,,823837141,5599,Silent
1624,Saint Lucia,2003,female,15-24 years,2,16282,12.28,Saint Lucia2003,,823837141,5599,Millenials
1625,Saint Lucia,2003,male,15-24 years,1,15746,6.35,Saint Lucia2003,,823837141,5599,Millenials
1626,Saint Lucia,2003,male,35-54 years,1,17412,5.74,Saint Lucia2003,,823837141,5599,Boomers
1627,Saint Lucia,2003,female,35-54 years,1,18027,5.55,Saint Lucia2003,,823837141,5599,Boomers
1628,Saint Lucia,2003,female,25-34 years,0,13004,0.0,Saint Lucia2003,,823837141,5599,Generation X
1629,Saint Lucia,2003,female,5-14 years,0,16898,0.0,Saint Lucia2003,,823837141,5599,Millenials
1630,Saint Lucia,2003,female,55-74 years,0,7937,0.0,Saint Lucia2003,,823837141,5599,Silent
1631,Saint Lucia,2003,male,5-14 years,0,16998,0.0,Saint Lucia2003,,823837141,5599,Millenials
1632,Guyana,2005,male,25-34 years,41,54600,75.09,Guyana2005,0.618,824880550,1235,Generation X
1633,Guyana,2005,male,55-74 years,19,27890,68.12,Guyana2005,0.618,824880550,1235,Silent
1634,Guyana,2005,male,35-54 years,43,85091,50.53,Guyana2005,0.618,824880550,1235,Boomers
1635,Guyana,2005,male,75+ years,2,4913,40.71,Guyana2005,0.618,824880550,1235,Silent
1636,Guyana,2005,male,15-24 years,21,64802,32.41,Guyana2005,0.618,824880550,1235,Millenials
1637,Guyana,2005,female,15-24 years,16,62748,25.5,Guyana2005,0.618,824880550,1235,Millenials
1638,Guyana,2005,female,25-34 years,10,56021,17.85,Guyana2005,0.618,824880550,1235,Generation X
1639,Guyana,2005,female,35-54 years,12,87677,13.69,Guyana2005,0.618,824880550,1235,Boomers
1640,Guyana,2005,female,55-74 years,2,29185,6.85,Guyana2005,0.618,824880550,1235,Silent
1641,Guyana,2005,female,5-14 years,2,92359,2.17,Guyana2005,0.618,824880550,1235,Millenials
1642,Guyana,2005,male,5-14 years,1,96224,1.04,Guyana2005,0.618,824880550,1235,Millenials
1643,Guyana,2005,female,75+ years,0,6199,0.0,Guyana2005,0.618,824880550,1235,Silent
1644,Grenada,2008,female,15-24 years,0,11953,0.0,Grenada2008,,825977889,8733,Millenials
1645,Grenada,2008,female,25-34 years,0,7976,0.0,Grenada2008,,825977889,8733,Generation X
1646,Grenada,2008,female,35-54 years,0,10333,0.0,Grenada2008,,825977889,8733,Boomers
1647,Grenada,2008,female,5-14 years,0,9818,0.0,Grenada2008,,825977889,8733,Generation Z
1648,Grenada,2008,female,55-74 years,0,5178,0.0,Grenada2008,,825977889,8733,Silent
1649,Grenada,2008,female,75+ years,0,2286,0.0,Grenada2008,,825977889,8733,Silent
1650,Grenada,2008,male,15-24 years,0,12260,0.0,Grenada2008,,825977889,8733,Millenials
1651,Grenada,2008,male,25-34 years,0,8426,0.0,Grenada2008,,825977889,8733,Generation X
1652,Grenada,2008,male,35-54 years,0,10435,0.0,Grenada2008,,825977889,8733,Boomers
1653,Grenada,2008,male,5-14 years,0,10169,0.0,Grenada2008,,825977889,8733,Generation Z
1654,Grenada,2008,male,55-74 years,0,4444,0.0,Grenada2008,,825977889,8733,Silent
1655,Grenada,2008,male,75+ years,0,1307,0.0,Grenada2008,,825977889,8733,Silent
1656,Antigua and Barbuda,2000,male,55-74 years,1,3333,30.0,Antigua and Barbuda2000,,830158778,11021,Silent
1657,Antigua and Barbuda,2000,male,35-54 years,1,10033,9.97,Antigua and Barbuda2000,,830158778,11021,Boomers
1658,Antigua and Barbuda,2000,female,15-24 years,0,6616,0.0,Antigua and Barbuda2000,,830158778,11021,Generation X
1659,Antigua and Barbuda,2000,female,25-34 years,0,8595,0.0,Antigua and Barbuda2000,,830158778,11021,Generation X
1660,Antigua and Barbuda,2000,female,35-54 years,0,11040,0.0,Antigua and Barbuda2000,,830158778,11021,Boomers
1661,Antigua and Barbuda,2000,female,5-14 years,0,8439,0.0,Antigua and Barbuda2000,,830158778,11021,Millenials
1662,Antigua and Barbuda,2000,female,55-74 years,0,3986,0.0,Antigua and Barbuda2000,,830158778,11021,Silent
1663,Antigua and Barbuda,2000,female,75+ years,0,1413,0.0,Antigua and Barbuda2000,,830158778,11021,G.I. Generation
1664,Antigua and Barbuda,2000,male,15-24 years,0,5783,0.0,Antigua and Barbuda2000,,830158778,11021,Generation X
1665,Antigua and Barbuda,2000,male,25-34 years,0,7177,0.0,Antigua and Barbuda2000,,830158778,11021,Generation X
1666,Antigua and Barbuda,2000,male,5-14 years,0,7973,0.0,Antigua and Barbuda2000,,830158778,11021,Millenials
1667,Antigua and Barbuda,2000,male,75+ years,0,938,0.0,Antigua and Barbuda2000,,830158778,11021,G.I. Generation
1668,Belize,2000,male,75+ years,1,1593,62.77,Belize2000,0.6829999999999999,832072450,3960,G.I. Generation
1669,Belize,2000,male,55-74 years,2,7345,27.23,Belize2000,0.6829999999999999,832072450,3960,Silent
1670,Belize,2000,male,25-34 years,4,19529,20.48,Belize2000,0.6829999999999999,832072450,3960,Generation X
1671,Belize,2000,male,35-54 years,4,19811,20.19,Belize2000,0.6829999999999999,832072450,3960,Boomers
1672,Belize,2000,male,15-24 years,3,25358,11.83,Belize2000,0.6829999999999999,832072450,3960,Generation X
1673,Belize,2000,female,35-54 years,2,19422,10.3,Belize2000,0.6829999999999999,832072450,3960,Boomers
1674,Belize,2000,female,15-24 years,2,25007,8.0,Belize2000,0.6829999999999999,832072450,3960,Generation X
1675,Belize,2000,female,25-34 years,0,19240,0.0,Belize2000,0.6829999999999999,832072450,3960,Generation X
1676,Belize,2000,female,5-14 years,0,31492,0.0,Belize2000,0.6829999999999999,832072450,3960,Millenials
1677,Belize,2000,female,55-74 years,0,7396,0.0,Belize2000,0.6829999999999999,832072450,3960,Silent
1678,Belize,2000,female,75+ years,0,1850,0.0,Belize2000,0.6829999999999999,832072450,3960,G.I. Generation
1679,Belize,2000,male,5-14 years,0,32066,0.0,Belize2000,0.6829999999999999,832072450,3960,Millenials
1680,Seychelles,2004,male,35-54 years,3,11676,25.69,Seychelles2004,,839319927,10526,Boomers
1681,Seychelles,2004,male,25-34 years,2,7889,25.35,Seychelles2004,,839319927,10526,Generation X
1682,Seychelles,2004,male,15-24 years,1,8174,12.23,Seychelles2004,,839319927,10526,Millenials
1683,Seychelles,2004,female,15-24 years,0,7790,0.0,Seychelles2004,,839319927,10526,Millenials
1684,Seychelles,2004,female,25-34 years,0,7836,0.0,Seychelles2004,,839319927,10526,Generation X
1685,Seychelles,2004,female,35-54 years,0,11572,0.0,Seychelles2004,,839319927,10526,Boomers
1686,Seychelles,2004,female,5-14 years,0,7148,0.0,Seychelles2004,,839319927,10526,Millenials
1687,Seychelles,2004,female,55-74 years,0,4059,0.0,Seychelles2004,,839319927,10526,Silent
1688,Seychelles,2004,female,75+ years,0,1752,0.0,Seychelles2004,,839319927,10526,Silent
1689,Seychelles,2004,male,5-14 years,0,7457,0.0,Seychelles2004,,839319927,10526,Millenials
1690,Seychelles,2004,male,55-74 years,0,3430,0.0,Seychelles2004,,839319927,10526,Silent
1691,Seychelles,2004,male,75+ years,0,952,0.0,Seychelles2004,,839319927,10526,Silent
1692,Grenada,2013,female,15-24 years,0,10571,0.0,Grenada2013,0.742,842620111,8789,Millenials
1693,Grenada,2013,female,25-34 years,0,9660,0.0,Grenada2013,0.742,842620111,8789,Millenials
1694,Grenada,2013,female,35-54 years,0,10858,0.0,Grenada2013,0.742,842620111,8789,Generation X
1695,Grenada,2013,female,5-14 years,0,8933,0.0,Grenada2013,0.742,842620111,8789,Generation Z
1696,Grenada,2013,female,55-74 years,0,5723,0.0,Grenada2013,0.742,842620111,8789,Boomers
1697,Grenada,2013,female,75+ years,0,2219,0.0,Grenada2013,0.742,842620111,8789,Silent
1698,Grenada,2013,male,15-24 years,0,10812,0.0,Grenada2013,0.742,842620111,8789,Millenials
1699,Grenada,2013,male,25-34 years,0,10118,0.0,Grenada2013,0.742,842620111,8789,Millenials
1700,Grenada,2013,male,35-54 years,0,11200,0.0,Grenada2013,0.742,842620111,8789,Generation X
1701,Grenada,2013,male,5-14 years,0,9387,0.0,Grenada2013,0.742,842620111,8789,Generation Z
1702,Grenada,2013,male,55-74 years,0,5082,0.0,Grenada2013,0.742,842620111,8789,Boomers
1703,Grenada,2013,male,75+ years,0,1313,0.0,Grenada2013,0.742,842620111,8789,Silent
1704,Seychelles,2009,male,55-74 years,1,4543,22.01,Seychelles2009,,847397850,10157,Silent
1705,Seychelles,2009,male,35-54 years,3,13762,21.8,Seychelles2009,,847397850,10157,Boomers
1706,Seychelles,2009,female,15-24 years,0,7002,0.0,Seychelles2009,,847397850,10157,Millenials
1707,Seychelles,2009,female,25-34 years,0,7236,0.0,Seychelles2009,,847397850,10157,Generation X
1708,Seychelles,2009,female,35-54 years,0,12916,0.0,Seychelles2009,,847397850,10157,Boomers
1709,Seychelles,2009,female,5-14 years,0,6600,0.0,Seychelles2009,,847397850,10157,Generation Z
1710,Seychelles,2009,female,55-74 years,0,4788,0.0,Seychelles2009,,847397850,10157,Silent
1711,Seychelles,2009,female,75+ years,0,1926,0.0,Seychelles2009,,847397850,10157,Silent
1712,Seychelles,2009,male,15-24 years,0,8119,0.0,Seychelles2009,,847397850,10157,Millenials
1713,Seychelles,2009,male,25-34 years,0,8495,0.0,Seychelles2009,,847397850,10157,Generation X
1714,Seychelles,2009,male,5-14 years,0,7017,0.0,Seychelles2009,,847397850,10157,Generation Z
1715,Seychelles,2009,male,75+ years,0,1025,0.0,Seychelles2009,,847397850,10157,Silent
1716,Antigua and Barbuda,2003,male,55-74 years,1,3594,27.82,Antigua and Barbuda2003,,855643111,10878,Silent
1717,Antigua and Barbuda,2003,female,15-24 years,0,7454,0.0,Antigua and Barbuda2003,,855643111,10878,Millenials
1718,Antigua and Barbuda,2003,female,25-34 years,0,7831,0.0,Antigua and Barbuda2003,,855643111,10878,Generation X
1719,Antigua and Barbuda,2003,female,35-54 years,0,12129,0.0,Antigua and Barbuda2003,,855643111,10878,Boomers
1720,Antigua and Barbuda,2003,female,5-14 years,0,8423,0.0,Antigua and Barbuda2003,,855643111,10878,Millenials
1721,Antigua and Barbuda,2003,female,55-74 years,0,4054,0.0,Antigua and Barbuda2003,,855643111,10878,Silent
1722,Antigua and Barbuda,2003,female,75+ years,0,1583,0.0,Antigua and Barbuda2003,,855643111,10878,Silent
1723,Antigua and Barbuda,2003,male,15-24 years,0,6730,0.0,Antigua and Barbuda2003,,855643111,10878,Millenials
1724,Antigua and Barbuda,2003,male,25-34 years,0,6734,0.0,Antigua and Barbuda2003,,855643111,10878,Generation X
